|id|date|time|tweet|cleaned_text|Subjectivity|Polarity|Analysis_Polarity|Analysis_Subjectivity|label
34390|1.55112E+18|24-07-2022|4.28.07|@SergeyKaryakin As it happens, official United Nations data suggests that the 14,000 casualty figure that Putin has used does not only refer to civilians. During Russia’s 2014-2021 military operations against Ukraine, 14,500 people died in the Donbas wa|happens official united nation data suggests 14000 casualty figure putin used refer civilian russia 20142021 military operation ukraine 14500 people died donbas war|0.1|-0.1|Negative|Opinion|spam
34461|1.55112E+18|24-07-2022|4.10.28|@SenatorWong @UN The USA is prolonging this proxy war against Russia at the expense of Ukraine and the EU.  Ukraine has been a client regime of the US/NATO since the 2014 coup.  High oil prices and high weapons sales benefit the USA.  It’s in Australia�|usa prolonging proxy war russia expense ukraine eu ukraine client regime usnato since 2014 coup high oil price high weapon sale benefit usa australia interest see war end|0.54|0.16|Positive|Opinion|spam
34497|1.55111E+18|24-07-2022|3.58.59|"410:On dictionary page I dreamed on Saturday night, ""ultra pacifist"" was written. Next day 24.07.2022 cover of newspaper: after Russia-Ukraine agreement in mediation of Turkey-UN previous day for transport of Ukrainian cereals, Turkey’s peace efforts in Ukraine war will continue  https://t.co/n0Awtg56hg"|410on dictionary page dreamed saturday night ultra pacifist written next day 24072022 cover newspaper russiaukraine agreement mediation turkeyun previous day transport ukrainian cereal turkey peace effort ukraine war continue|0.083333333|-0.083333333|Negative|Opinion|spam
34542|1.55111E+18|24-07-2022|3.46.28|150 days of war - Russia strikes civilian objects in Ukraine with heavy missiles. Russia is a state sponsor of terrorism!!!!!! Russia is a terrorist state!!!|150 day war russia strike civilian object ukraine heavy missile russia state sponsor terrorism russia terrorist state|0.5|-0.2|Negative|Opinion|spam
34575|1.55111E+18|24-07-2022|3.37.30|@ZeugGezeugt @praiaberlin123 @PLnewstoday There is no war in Donbas if Russia doesn't send Igor Girkin into Ukraine in 2014 to setup a faux separatist movement.  https://t.co/uEyyr2jXFp|war donbas russia doesnt send igor girkin ukraine 2014 setup faux separatist movement|0|0|Neutral|Fact|spam
34580|1.55111E+18|24-07-2022|3.36.52|@ndoligitare The West instigated the overthrow of Yanukovitch in 2014 who they considered to be a puppet of Russia. Zelensky is also now considered by Russia to be a puppet of the West. In reality, that is a Russia-NATO war, Ukraine is just a battlefield.|west instigated overthrow yanukovitch 2014 considered puppet russia zelensky also considered russia puppet west reality russianato war ukraine battlefield|0|0|Neutral|Fact|spam
34610|1.55111E+18|24-07-2022|3.31.30|@jd_19573011 @apmassaro3 Indeed it's disgusting that Ukraine are keeping this pipeline open.  Murdering hypocrites who help send gas money to Russia to fight this war and kill Ukrainians.|19573011 indeed disgusting ukraine keeping pipeline open murdering hypocrite help send gas money russia fight war kill ukrainian|0.75|-0.5|Negative|Opinion|spam
34812|1.5511E+18|24-07-2022|2.56.00|@flowirin @jimwills21 @RWApodcast Criticising Ukraine to ban pro-Russian parties during the war with Russia is like criticising Britain for banning British Union of Fascists in 1940.|criticising ukraine ban prorussian party war russia like criticising britain banning british union fascist 1940|0|0|Neutral|Fact|spam
34824|1.5511E+18|24-07-2022|2.53.38|Russia-Ukraine war: Ukraine pushes to restart grain exports from Odesa after missile attack – live  Via The Guardian - UK : Sun, 24 Jul 2022, 06:43:33 GMT   https://t.co/ggB1kqV3ft|russiaukraine war ukraine push restart grain export odesa missile attack live via guardian uk sun 24 jul 2022 064333 gmt|0.5|0.136363636|Positive|Opinion|spam
34872|1.55109E+18|24-07-2022|2.35.45|@juanpung2 @Flash43191300 They have been funding this war with extensive purchase of gas for Russia to the sum of 100+billion euros since February 24. They have blocked the delivery of weapons to Ukraine, provide anemic support themselves, and call for th|funding war extensive purchase gas russia sum 100billion euro since february 24 blocked delivery weapon ukraine provide anemic support call portioning ukraine appease moscow|0.333333333|0|Neutral|Opinion|spam
34903|1.55109E+18|24-07-2022|2.22.23|5 months of Russian war 24/7/2022  5 months confused answer by NATO &amp; EU can we please now 1. stop trade with Russia incl gas &amp; uranium 2. NATO intervention &amp; no fly zone west of Dnipro 3. provide all forms of weapons much faster 4. allow Ukraine to liberate Kherson, Mariupol|5 month russian war 2472022 5 month confused answer nato amp eu please 1 stop trade russia incl gas amp uranium 2 nato intervention amp fly zone west dnipro 3 provide form weapon much faster 4 allow ukraine liberate kherson mariupol|0.45|0.15|Positive|Opinion|spam
34905|1.55109E+18|24-07-2022|2.19.52|@Cristia43492333 It is a country under Russian security. When there was a war there in 2020, there was a clamor from Indians that India should intervene here.  Especially the military presence of Pakistan. 3 countries created the problem then.  If their g|country russian security war 2020 clamor indian india intervene especially military presence pakistan 3 country created problem goal confine russia ukraine war|0.1|-0.1|Negative|Opinion|spam
34929|1.55109E+18|24-07-2022|2.10.22|The camera recorded the arrival of the rocket at 3:45 a.m  This is how our morning began in the city of Mykolaiv 😭  Please repost 🙏 Russia is a terrorist!  Mykolaiv 24.07.2022  #war #saveukraine #savemykolaiv #rightnow #Repost #ukraine #mykolaiv #terroRussia  https://t.co/hlsvqez5CX|camera recorded arrival rocket 345 morning began city mykolaiv please repost russia terrorist mykolaiv 24072022 war saveukraine savemykolaiv rightnow repost ukraine mykolaiv terrorussia|0|0|Neutral|Fact|spam
34939|1.55109E+18|24-07-2022|2.07.04|Learn with ETMarkets: Volatility is reality- Top 5 strategies to deal with it This amount is more than what they bought between 2009 and 2021 (net purchases). Various reasons, such as the Russia-Ukraine war, lockdowns acr... #Market by #EconomicTimes  https://t.co/FPn0lUkV8O|learn etmarkets volatility reality top 5 strategy deal amount bought 2009 2021 net purchase various reason russiaukraine war lockdown acr market economictimes|0.333333333|0.166666667|Positive|Opinion|spam
34950|1.55108E+18|24-07-2022|1.59.14|How Government took advantage in Ukraine-Russia war for fertilisers. 🧵   1. India has made Russia its largest source of Fertilisers with 25% of supply from Russia compared to 6% the year before.   2. Russia has given a 10% discount on supplies which is a huge save on exchequer.|government took advantage ukrainerussia war fertiliser 1 india made russia largest source fertiliser 25 supply russia pared 6 year 2 russia given 10 discount supply huge save exchequer|0.9|0.4|Positive|Opinion|spam
35081|1.55107E+18|24-07-2022|0.58.11|"@jchook @StuckupMark @Reuters Are you unaware that Russia annexed Crimea and ignited a ""civil war"" in the eastern parts of the Donbas region back in 2014?   Well, that happened and I suppose these things you've mentioned were Ukraine's reaction to that."|unaware russia annexed crimea ignited civil war eastern part donbas region back 2014 well happened suppose thing youve mentioned ukraine reaction|0.25|0|Neutral|Opinion|spam
35111|1.55106E+18|24-07-2022|0.40.03|The U.S. sends 580 Phoenix Ghost kamikaze drones to Ukraine - a Switchblade counterpart designed specifically for the AFU ||||||
35154|1.55106E+18|24-07-2022|0.12.17|When most people hear about Transnistria they have no idea that this place has been operating as it’s own country since the fall of the USSR and has been effectively isolated from Moldova, Ukraine, and Russia ever since the war there in the 90s and the fall of the USSR.|people hear transnistria idea place operating country since fall ussr effectively isolated moldova ukraine russia ever since war 90 fall ussr|0.8|0.6|Positive|Opinion|spam
35225|1.55105E+18|23-07-2022|23.25.21|7)EU goverments falling 8)EU unity dividing 9)Entire West unity is dividing slowly 10)Ukraine is in monthly deficit of miminum 5 billion USD 11)#Ukraine lost almost all combat experienced troops around 75% of them 12)War exhaustion rising in the West with the bills #Russia #NATO|7eu goverments falling 8eu unity dividing 9entire west unity dividing slowly 10ukraine monthly deficit miminum 5 billion usd 11ukraine lost almost bat experienced troop around 75 12war exhaustion rising west bill russia nato|0.65|0.25|Positive|Opinion|spam
35232|1.55104E+18|23-07-2022|23.19.08|"@GowronsGlory There's no genocide in Ukraine; there's war, &amp; it's war for just cause.  The lawfully-elected leader was illegally ousted in a 2014 coup; ergo the Consent of the Governed in 'breakaway"" areas was revoked.  They democratically chose self-"|there genocide ukraine there war amp war cause lawfullyelected leader illegally ousted 2014 coup ergo consent governed breakaway area revoked democratically chose selfrule amp russia|0.5|-0.5|Negative|Opinion|spam
35294|1.55104E+18|23-07-2022|22.43.36|. *** John Zechariah and Jesus Zechariah -- Luke 1 (24-25) (39-40) (56) ***  How Mary Elizabeth Truss, Russia's nemesis, could change Ukraine war if she becomes PM  https://t.co/8vVEIASjxw| john zechariah jesus zechariah luke 1 2425 3940 56 mary elizabeth truss russia nemesis could change ukraine war bee pm|0|0|Neutral|Fact|spam
35340|1.55103E+18|23-07-2022|22.18.25|@KanwalSibal @andrewmichta Sergei Ivanov told the MOD in 2005 that Russia was under attack and thus at war with the West.  Russian analysts concur.  You really should read Putin on Ukraine rather than stale Soviet propaganda.  NATO and  the EU threaten no|sergei ivanov told mod 2005 russia attack thus war west russian analyst concur really read putin ukraine rather stale soviet propaganda nato eu threaten nobody|0.24|-0.04|Negative|Opinion|spam
35351|1.55103E+18|23-07-2022|22.12.14|@armandwetshi @danwsl99 @sahouraxo Taiwan was its own nation from decades and is actually the old Chinese govt, no one pushed them to anything they lost the Civil War and made their own nation.   Russia has sought Ukraine's destruction since 1991. Your lo|taiwan nation decade actually old chinese govt one pushed anything lost civil war made nation russia sought ukraine destruction since 1991 logic heavily flawed 280 character|0.233333333|-0.133333333|Negative|Opinion|spam
35356|1.55103E+18|23-07-2022|22.10.09|#うひーメモ 投稿時間:2022-07-24 11:10:08 Ukraine war: Zelensky accuses Russia of &amp;#x27;barbarism&amp;#x27; over Odesa attack  https://t.co/mtNhoS36G7 #ニュース|うひーメモ 投稿時間20220724 111008 ukraine war zelensky accuses russia ampx27barbarismampx27 odesa attack ニュース|0|0|Neutral|Fact|spam
35464|1.55101E+18|23-07-2022|21.22.12|If the Russian trolls began to write total nonsense, then Putin’s affairs are catastrophic.  In 5 months he lost 38,000 soldiers killed in Ukraine, which is 2 times more than in 10 years Russia lost in the war in Afghanistan.  https://t.co/r2tJ5QMMYr|russian troll began write total nonsense putin affair catastrophic 5 month lost 38000 soldier killed ukraine 2 time 10 year russia lost war afghanistan|0.25|-0.066666667|Negative|Opinion|spam
35470|1.55101E+18|23-07-2022|21.19.03|@NoLieWithBTC @MeidasTouch “RESOLVED, That the Republican Party has and will continue to enthusiastically support the President’s America-first agenda;” - 2020 Republican Party platform  Republicans oppose NATO, and Ukraine in their war against Russ| resolved republican party continue enthusiastically support president americafirst agenda 2020 republican party platform republican oppose nato ukraine war russia reagan must rolling grave|0|0|Neutral|Fact|spam
35474|1.55101E+18|23-07-2022|21.16.49|@KakuhikireAllan @apmassaro3 If the Russian trolls began to write total nonsense, then Putin’s affairs are catastrophic. in 5 months he lost 38,000 soldiers killed in Ukraine, which is 2 times more than in 10 years, Russia lost in the war in Afghanistan|russian troll began write total nonsense putin affair catastrophic 5 month lost 38000 soldier killed ukraine 2 time 10 year russia lost war afghanistan|0.25|-0.066666667|Negative|Opinion|spam
35492|1.55101E+18|23-07-2022|21.06.58|Would we follow up with a nuclear strike on #Russia if Russia attacked #Ukraine with nuclear weapons, Mr. @POTUS? What would be our cost for such?  “10 million dead Americans? 60 million? 177 million?”  Notes: The Nature and Feasibility of War &amp; Deterrence, Kahn @RANDCorporation|would follow nuclear strike russia russia attacked ukraine nuclear weapon mr would cost 10 million dead american 60 million 177 million note nature feasibility war amp deterrence kahn|0.2|-0.1|Negative|Opinion|spam
35504|1.55101E+18|23-07-2022|21.01.37|DAY 150 - War in Ukraine LIVE Update - 85%?  Understanding Russian Popul...  https://t.co/ljO8oMLlhW via @YouTube #Warinukraine #UkraineWar #Ukraine #Russia  #truth|day 150 war ukraine live update 85 understanding russian popul via warinukraine ukrainewar ukraine russia truth|0.25|0.068181818|Positive|Opinion|spam
35523|1.55101E+18|23-07-2022|20.53.41|@Cheryl35069680 @AdamTuss @AAAnews @nbcwashington He waged war on energy. Once he did that it snowballed into what it is. All of that was before Russia/Ukraine. We are nowhere near ready for 50% EV’s by 2030. Let me guess, you don’t own an electric ca|waged war energy snowballed russiaukraine nowhere near ready 50 ev 2030 let guess electric car tyal democrat hypocrite|0.45|0.15|Positive|Opinion|spam
35541|1.55101E+18|23-07-2022|20.48.55|@LB_Damned @vandvmotors @TelegraphWorld War started in 2014 as a civil conflict. New coalition gov alienated half of Ukraine’s population, stripped them of their rights. They became separatists, Ukraine responded by carpet bombing them for 8 years. Russ|damned war started 2014 civil conflict new coalition gov alienated half ukraine population stripped right became separatist ukraine responded carpet bombing 8 year russia warned stop would intervene necessary|0.539231602|0.063852814|Positive|Opinion|spam
35553|1.551E+18|23-07-2022|20.41.44|Russia-Ukraine war: what we know on day 151 of the invasion   https://t.co/OZaikHBJK6   #Ukraine #News #Russia #kinnporscheworldtour2022 #VALORANTMasters #BBNaija|russiaukraine war know day 151 invasion ukraine news russia kinnporscheworldtour2022 valorantmasters bbnaija|0|0|Neutral|Fact|spam
35574|1.551E+18|23-07-2022|20.34.43|What kind of a #NATO candidate allows ~8000 Russian visitors enter into its territor next to Russia, even #Ukraine is in a war against it and most ex-Soviet colonies try to keep these people away? Well, it is called #Finland ?! ...   https://t.co/9awGCiQu9f|kind nato candidate allows 8000 russian visitor enter territor next russia even ukraine war exsoviet colony try keep people away well called finland |0.3|0.2|Positive|Opinion|spam
35584|1.551E+18|23-07-2022|20.31.52|@K_MAN____ @apereznetreal @ChuckModi1 The Russian invasion is just an extension of a war that started in 2014 when a US appointed interim president sent armed forces to east Ukraine. U claimed this was a civil war fuelled by Russia but that is fundamental|man russian invasion extension war started 2014 u appointed interim president sent armed force east ukraine u claimed civil war fuelled russia fundamentally wrong|0.45|-0.25|Negative|Opinion|spam
35597|1.551E+18|23-07-2022|20.27.36|@YearwoodKelvin The 82% Spanish thinks that Ukraine is not going to recover Crimea and believe that they should negotiate with Russia to end the war, even if it were at the cost of losing those territories that Russia has controlled since 2014.  https://t|82 spanish think ukraine going recover crimea believe negotiate russia end war even cost losing territory russia controlled since 2014|0|0|Neutral|Fact|spam
35618|1.551E+18|23-07-2022|20.19.24|@omagatsu @RnaudBertrand @zoltanspox Typical whataboutism. But You still not answer to my direct question - who started the full-scale war against Ukraine in February 2022 ? Because right now according Your argument war was started by all exept russia. Am|tyal whataboutism still answer direct question started fullscale war ukraine february 2022 right according argument war started exept russia right |0.49047619|0.223809524|Positive|Opinion|spam
35640|1.551E+18|23-07-2022|20.09.03|Approximately 20,250 consumers in Donetsk, Dnipropetrovsk, and Mykolaiv oblasts have regained power. However, around 597,000 consumers remain cut off due to Russia’s war - reported by Ukraine’s Energy Ministry. #UkraineRussiaWar #UkraineWar #UkraineRussia #UkraineInvasion|approximately 20250 consumer donetsk dnipropetrovsk mykolaiv oblasts regained power however around 597000 consumer remain cut due russia war reported ukraine energy ministry ukrainerussiawar ukrainewar ukrainerussia ukraineinvasion|0.4875|-0.2625|Negative|Opinion|spam
35683|1.55099E+18|23-07-2022|19.51.32|.. war heroes don't get captured   Colluded w #Russia b/c cheating was his only chance of victory in 2016  Extorted the #President of #Ukraine b/c cheating was his only chance of victory in 2020  Played ⛳ while more than 500k #Americans died from #Covid_19..  https://t.co/jivz1n92P1| war hero dont get captured colluded w russia bc cheating chance victory 2016 extorted president ukraine bc cheating chance victory 2020 played 500k american died covid19|0|0|Neutral|Fact|spam
35693|1.55099E+18|23-07-2022|19.45.14|⚡️ Energy Ministry: Power restored to over 20,000 Ukrainians on July 23.   Ukraine’s Energy Ministry reported that around 20,250 consumers in Donetsk, Dnipropetrovsk, and Mykolaiv oblasts have regained power. However, around 597,000 consumers remain cut off due to Russia’s war.| energy ministry power restored 20000 ukrainian july 23 ukraine energy ministry reported around 20250 consumer donetsk dnipropetrovsk mykolaiv oblasts regained power however around 597000 consumer remain cut due russia war|0.375|-0.125|Negative|Opinion|spam
35704|1.55099E+18|23-07-2022|19.40.41|⚡️ Energy Ministry: Power restored to over 20,000 Ukrainians on July 23.   Ukraine’s Energy Ministry reported that around 20,250 consumers in Donetsk, Dnipropetrovsk, and Mykolaiv oblasts have regained power. However, around 597,000 consumers remain cut off due to Russia’s war.| energy ministry power restored 20000 ukrainian july 23 ukraine energy ministry reported around 20250 consumer donetsk dnipropetrovsk mykolaiv oblasts regained power however around 597000 consumer remain cut due russia war|0.375|-0.125|Negative|Opinion|spam
35726|1.55099E+18|23-07-2022|19.31.56|According to the left progressive dopes, the Insurrection&gt; worst attack on America’s Democracy since Civil War, Russia’s assault on Ukraine &gt; worst attack in Europe since WW II, humans have less than 8 years before the world comes to an end and Trump/Russia fixed  2016 election|according left progressive dope insurrectiongt worst attack america democracy since civil war russia assault ukraine gt worst attack europe since ww ii human le 8 year world e end trumprussia fixed 2016 election|0.46|-0.38|Negative|Opinion|spam
35755|1.55098E+18|23-07-2022|19.17.36|@Ron5String @spacem0nk3y_ @jimmy_dore Not even close - Russia has killed approximately 1/5 of the number of civilians that the US killed in Iraq.  Both are evil, both are wrong, but Ukraine's highest estimate is 28k, and the Iraq war killed a minimum of 1| dore even close russia killed approximately 15 number civilian u killed iraq evil wrong ukraine highest estimate 28k iraq war killed minimum 180k 33 attributed insurgent|0.416666667|-0.416666667|Negative|Opinion|spam
35785|1.55098E+18|23-07-2022|19.04.07|@JLSMaytham @mdmitri91 @Indra68 Who had their tentacles in Ukraine until 2014 and created those oligarchs? The entire war is Russia trying to destroy a civil society that rejected their vassal rule and installed thieves.|tentacle ukraine 2014 created oligarch entire war russia trying destroy civil society rejected vassal rule installed thief|0.3125|-0.1|Negative|Opinion|spam
35822|1.55098E+18|23-07-2022|18.48.49|@AdrianBonenber1 @aaronjmate @rustyrockets @YouTube The US has been manipulating the proxy war with Russia via Ukraine since 2006. They finally got it and it ain’t going so well for the West.|u manipulating proxy war russia via ukraine since 2006 finally got going well west|1|0|Neutral|Opinion|spam
35922|1.55097E+18|23-07-2022|18.09.22|VIVIDESIGN Group -  Saturday, July 23. Russia’s War On Ukraine: News And Information From Ukraine  https://t.co/HXMSXjZQsX  - Call 270-723-3650  https://t.co/3sTovpb8us|vividesign group saturday july 23 russia war ukraine news information ukraine call 2707233650|0|0|Neutral|Fact|spam
35929|1.55097E+18|23-07-2022|18.06.03|2/           Why does the President of Hungary say that UKRAINE does not win the war and there will only be peace in 2024???  It's because he has credible elements that justify saying that... So President ORBAN should open his game with Russia.|2 president hungary say ukraine win war peace 2024 credible element justify saying president orban open game russia|0.5|0.2|Positive|Opinion|spam
35935|1.55096E+18|23-07-2022|18.03.53|@jb25always @Alexey__Kovalev Conspiracy theories. Facts: - Ukraine was declined to join NATO in 2008 - Russia annexed Crimea when there was 0 society support of NATO in Ukraine - war in Donbas started before any constitutional changes about NATO|kovalev conspiracy theory fact ukraine declined join nato 2008 russia annexed crimea 0 society support nato ukraine war donbas started constitutional change nato|0|0|Neutral|Fact|spam
35985|1.55096E+18|23-07-2022|17.44.35|@klue_ann @RT_com More than 2,000 arrested at anti-war protests in Russia Rights watchdog says more than 5,000 demonstrators detained across the country since President Putin launched the war on Ukraine.  https://t.co/XhGuCQnjXT|ann 2000 arrested antiwar protest russia right watchdog say 5000 demonstrator detained across country since president putin launched war ukraine|0.535714286|0.285714286|Positive|Opinion|spam
35990|1.55096E+18|23-07-2022|17.42.37|@mfa_russia @RusEmbUSA @USEmbRu @USEmbRuPress @EmbRusiaMexico @EmbRusiaEnArgEs @EmbRusPan @RussiaUN @Dpol_un @RusiaColombia @EmbajadaRusaVen Russia  has been involved directly in 15 deadly wars from 1991,from as far back as Georgian war of 91' to Central |russia un russia involved directly 15 deadly war 1991from far back georgian war 91 central african republic 2020to ukraine 2014 present weremember|0.275|-0.016666667|Negative|Opinion|spam
36022|1.55096E+18|23-07-2022|17.32.00|@caitoz The war in Ukraine is another case of US-led proxy war, using nationalists (self-declared Nazis) just as extremist groups were oft used before to destabilize a socialist government (the 2014 coup) and further goals of controlling Russia for profit|war ukraine another case usled proxy war using nationalist selfdeclared nazi extremist group oft used destabilize socialist government 2014 coup goal controlling russia profit 91 amp yeltsin|0|0|Neutral|Fact|spam
36034|1.55096E+18|23-07-2022|17.28.57|@DrewWestLA @ravelesm No, Russia is defending itself. I am antiwar, which is why I oppose all the US interference and regime change in Ukraine that started the war, back in 2014.|russia defending antiwar oppose u interference regime change ukraine started war back 2014|0|0|Neutral|Fact|spam
36052|1.55095E+18|23-07-2022|17.22.41|περίπου 2.500 είναι ήδη περισσότεροι από τον αριθμό των Tomahawk που ξόδεψαν οι Ηνωμένες Πολιτείες σε όλες τις στρατιωτικές της εκστρατείες συνδυαστικα τον 20ο και τον 21ο αιώνα.  #russia #ukraine #war #usa #NATO #putin #spetsnaz #donbass #orthodoxy #serbia #china #byzantine  https://t.co/T4sV4adGeG|περίπου 2500 είναι ήδη περισσότεροι από τον αριθμό των tomahawk που ξόδεψαν οι ηνωμένες πολιτείες σε όλες τις στρατιωτικές της εκστρατείες συνδυαστικα τον 20ο και τον 21ο αιώνα russia ukraine war usa nato putin spetsnaz donbas orthodoxy serbia china byzantine|0|0|Neutral|Fact|spam
36054|1.55095E+18|23-07-2022|17.22.22|@tassagency_en I have just held a referendum on the leadership of Russia and with 100 % of the vote (of those that I allow to do so), I have been elected as the new leader! As my first act I have made it a crime to support the war with Ukraine or annex an|en held referendum leadership russia 100 vote allow elected new leader first act made crime support war ukraine annex territory penalty death|0.393939394|0.193181818|Positive|Opinion|spam
36065|1.55095E+18|23-07-2022|17.20.00|The attacks on key infrastructure on the 150th day of Russia's war in Ukraine marked new attempts by the warring parties to tip the scales of the grinding conflict in their favour.   https://t.co/dFIEA9XBA2|attack key infrastructure 150th day russia war ukraine marked new attempt warring party tip scale grinding conflict favour|0.684848485|0.078787879|Positive|Opinion|spam
36096|1.55095E+18|23-07-2022|17.10.18|"#Estimated #Ukrainian #War #losses #Day150 #July23 [me: #Ukrainian #casualties 10k at day100 + 1000 per week dead since. This implies 51k+ wounded. Ukraine has lost maybe 7k more #PoW than #Russia.  So IMO #Ukrainian military losses = 75k+ ""out of action""]  https://t.co/2crxKtGbRG"|estimated ukrainian war loss day150 july23 ukrainian casualty 10k day100 1000 per week dead since implies 51k wounded ukraine lost maybe 7k pow russia imo ukrainian military loss 75k action|0.2|-0.066666667|Negative|Opinion|spam
36127|1.55095E+18|23-07-2022|16.56.44|@omnisophos @DontGhosts @naomiallen_usa According to the UN, Georgia started the 2008 war, not Russia. According to reports from the OSCE, Ukraine started the current war, not Russia. And in 2014, we started the events that were triggered when we staged a|usa according un georgia started 2008 war russia according report osce ukraine started current war russia 2014 started event triggered staged coup russia|0.4|0|Neutral|Opinion|spam
36148|1.55095E+18|23-07-2022|16.49.50|#Official #UK #MoD #Day150 #July23 #Update #War   [1. #Ukrainian #counterattack in #Kherson #Oblast 2. Ukraine still attacking the very long #bridge at #Kherson  3. Uncertainty about whether #Russia will, or even could, make #pontoon #bridge instead if needed]  https://t.co/XZ6KNZiWCu|official uk mod day150 july23 update war 1 ukrainian counterattack kherson oblast 2 ukraine still attacking long bridge kherson 3 uncertainty whether russia even could make pontoon bridge instead needed|0.4|0.075|Positive|Opinion|spam
36180|1.55094E+18|23-07-2022|16.36.25|TrumpVirusDon is a Worthless P.O.S.- MAGA is responsible for up to 18 Million People Dead from the TrumpVirus Worldwide due to him DISBANDING the Pandemic Response Team in 2018 - Trump is behind the Trucker's Protest &amp; the War in Ukraine - You must have ties to Russia ! ! !|trumpvirusdon worthless po maga responsible 18 million people dead trumpvirus worldwide due disbanding pandemic response team 2018 trump behind trucker protest amp war ukraine must tie russia |0.585|-0.265|Negative|Opinion|spam
36184|1.55094E+18|23-07-2022|16.35.01|Reclaiming the Past, Confronting the Past: OUN-UPA Memory Politics &amp;  Nation-Building in Ukraine (1991-2016) 2017 ||||||
36221|1.55094E+18|23-07-2022|16.22.56|@LariatRiata And there is a butt-load of money for that pilot development and new F-16s for Ukraine in the new and recently passed NDAA 2023 budget. If a single F-16 is downed inside Russia territory, the Donbas or Crimea, Putin will call it an act of war|buttload money pilot development new f16s ukraine new recently passed ndaa 2023 budget single f16 downed inside russia territory donbas crimea putin call act war u punish eu|0.343344156|0.050324675|Positive|Opinion|spam
36224|1.55094E+18|23-07-2022|16.21.31|@ErikssonDan_SE @OzKaterji @KlausRieneck Exactly!! This war is 100 % Good vs. evil. These russians are evil. Evil monsters. russia must be crushed and humiliated for decades and decades. Ukraine will prevail and be free|se exactly war 100 good v evil russian evil evil monster russia must crushed humiliated decade decade ukraine prevail free|0.59375|-0.21875|Negative|Opinion|spam
36262|1.55094E+18|23-07-2022|16.08.31|Our hypothesis was that Russians who support the war are likely to minimize the casualties. However, with a range of 100-40,000, the average KIA death total given was 21,054, which is very much in line with Western estimates (not Ukrainian estimates). 2/|hypothesis russian support war likely minimize casualty however range 10040000 average kia death total given 21054 much line western estimate ukrainian estimate 2|0.391666667|0.008333333|Positive|Opinion|spam
36348|1.55093E+18|23-07-2022|15.40.15|@DagnyTaggart369 The fact is that Russia launched an unprovoked war on Ukraine starting with the blockade in August 2013. The fact is Russia will paying for this aggression for two generations.|fact russia launched unprovoked war ukraine starting blockade august 2013 fact russia paying aggression two generation|0.1|0|Neutral|Opinion|spam
36416|1.55092E+18|23-07-2022|15.21.02|Knowledgeless can't be Truss!  It's UK people  who chose next PM!  UK Not a US state Why Spend taxpayers money 4 US war?  The truth 2004/14 'Color Revolution' n CIA Coup US has been arming Ukraine to fight Russia  Listen top US at military Ukraine 2016|knowledgeless cant truss uk people chose next pm uk u state spend taxpayer money 4 u war truth 200414 color revolution n cia coup u arming ukraine fight russia listen top u military ukraine 2016|0.2|0.133333333|Positive|Opinion|spam
36418|1.55092E+18|23-07-2022|15.20.43|Russia-Ukraine war: @WhiteHouse still helping to 'facilitate' @ZelenskyyUa  protection British and American intelligence officials estimated Russia lost at least 15,000 troops @SecBlinken @USAmbKyiv @USEmbassyKyiv @BorisJohnson @UKinUkraine    https://t.co/tAh2li5J1K #FoxNews|russiaukraine war still helping facilitate protection british american intelligence official estimated russia lost least 15000 troop foxnews|0.133333333|-0.1|Negative|Opinion|spam
36426|1.55092E+18|23-07-2022|15.19.43|@ThatonerandomK9 @Anna34366210 @DevinPifer @InnaSovsun @MoiW17 @POTUS I know that over 1000 company has leave Nazi Russia since 24 of februari and Nazi Russia is not allowed to compare in any sports in the world 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣�|know 1000 pany leave nazi russia since 24 februari nazi russia allowed pare sport world loose war ukraine |0.269230769|-0.076923077|Negative|Opinion|spam
36440|1.55092E+18|23-07-2022|15.16.09|Ukraine and Russia Exchange Missile Barrages on Day 150 of War   https://t.co/cMraTmWQ3Q|ukraine russia exchange missile barrage day 150 war|0|0|Neutral|Fact|spam
36449|1.55092E+18|23-07-2022|15.12.53|@kymalainenkimmo The Russo-Ukrainian War is an ongoing war between Russia (together with pro-Russian separatist forces) and Ukraine.[e] It was started by Russia in February 2014 ‼️|russoukrainian war ongoing war russia together prorussian separatist force ukrainee started russia february 2014 |0|0|Neutral|Fact|spam
36452|1.55092E+18|23-07-2022|15.11.51|@Rofhiwa_Robz 😂😂 it’s real out here, all the money I spent buying these books since 2018 could fund the Russia-Ukraine war.|robz real money spent buying book since 2018 could fund russiaukraine war|0.2|0.05|Positive|Opinion|spam
36461|1.55092E+18|23-07-2022|15.08.33|@Firefoxffx @globeearthshil @MediumFrancis @ukraine_map Wishful thinking. You seem to ignore the powerful air defenses of Russia. They just used the S300 in the S series. They have S400 and S500 that can bring down satellites. If you can kill a satellite,|map wishful thinking seem ignore powerful air defense russia used s300 series s400 s500 bring satellite kill satellite kill anr airplane believe could beat russia wed war|1|0.3|Positive|Opinion|spam
36468|1.55092E+18|23-07-2022|15.05.57|@sueme1333 @NotChinggis @JumboSlunce @FunkyTramp @KyivIndependent You don't get it...there is no limit to how much help Ukraine will get...they will be given 500 billion to end this war and collapse Russia if needed. Putin can't even re-make what he's los|dont get itthere limit much help ukraine getthey given 500 billion end war collapse russia needed putin cant even remake he lost already|0.2|0.2|Positive|Opinion|spam
